filename,class_id,class_name,has_enemy,x_center,y_center,width,height,video_id,frame_idx,timestamp,confidence,auto_labeled,bbox_source,aug_type
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000000_34d4fe47_aug_original.png,0,enemy,1,0.564996,0.493259,0.091759,0.275971,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],0,0.000000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000000_34d4fe47_aug_original.png,1,player,1,0.388700,0.710151,0.162277,0.579699,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],0,0.000000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_original.png,1,player,1,0.387850,0.707772,0.160578,0.584456,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_original.png,0,enemy,1,0.833050,0.695480,0.330501,0.594766,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_brightness_0.7.png,1,player,1,0.387850,0.707772,0.160578,0.584456,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_brightness_0.7.png,0,enemy,1,0.833050,0.695480,0.330501,0.594766,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_brightness_1.3.png,1,player,1,0.387850,0.707772,0.160578,0.584456,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_brightness_1.3.png,0,enemy,1,0.833050,0.695480,0.330501,0.594766,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_noise.png,1,player,1,0.387850,0.707772,0.160578,0.584456,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_noise.png,0,enemy,1,0.833050,0.695480,0.330501,0.594766,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_flip.png,1,player,1,0.612150,0.707772,0.160578,0.584456,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000015_9d4f4be2_aug_flip.png,0,enemy,1,0.166950,0.695480,0.330501,0.594766,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],15,0.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000030_50150dba_aug_original.png,1,player,1,0.370433,0.710944,0.175021,0.578113,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],30,1.000000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000030_50150dba_aug_noise.png,1,player,1,0.370433,0.710944,0.175021,0.578113,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],30,1.000000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000030_50150dba_aug_shift.png,1,player,1,0.316654,0.720137,0.175021,0.559725,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],30,1.000000,1.0000,False,manual_box,shift
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000030_50150dba_aug_maskedpan.png,1,player,1,0.370433,0.710944,0.175021,0.578113,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],30,1.000000,1.0000,False,manual_box,maskedpan
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000045_451cf2f9_aug_original.png,1,player,1,0.380204,0.727597,0.237043,0.544806,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],45,1.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000045_451cf2f9_aug_brightness_0.7.png,1,player,1,0.380204,0.727597,0.237043,0.544806,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],45,1.500000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000045_451cf2f9_aug_brightness_1.3.png,1,player,1,0.380204,0.727597,0.237043,0.544806,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],45,1.500000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000045_451cf2f9_aug_flip.png,1,player,1,0.619796,0.727597,0.237043,0.544806,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],45,1.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000045_451cf2f9_aug_zoom.png,1,player,1,0.391837,0.719814,0.244296,0.560372,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],45,1.500000,1.0000,False,manual_box,zoom
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000060_7206f7b6_aug_original.png,1,player,1,0.373832,0.753767,0.198811,0.492466,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],60,2.000000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000060_7206f7b6_aug_brightness_0.7.png,1,player,1,0.373832,0.753767,0.198811,0.492466,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],60,2.000000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000060_7206f7b6_aug_brightness_1.3.png,1,player,1,0.373832,0.753767,0.198811,0.492466,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],60,2.000000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000060_7206f7b6_aug_noise.png,1,player,1,0.373832,0.753767,0.198811,0.492466,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],60,2.000000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000060_7206f7b6_aug_flip.png,1,player,1,0.626168,0.753767,0.198811,0.492466,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],60,2.000000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000075_10de7068_aug_original.png,1,player,1,0.390824,0.662966,0.214104,0.371134,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],75,2.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000075_10de7068_aug_brightness_0.7.png,1,player,1,0.390824,0.662966,0.214104,0.371134,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],75,2.500000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000075_10de7068_aug_brightness_1.3.png,1,player,1,0.390824,0.662966,0.214104,0.371134,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],75,2.500000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000075_10de7068_aug_flip.png,1,player,1,0.609176,0.662966,0.214104,0.371134,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],75,2.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000075_10de7068_aug_shift.png,1,player,1,0.427837,0.692807,0.214104,0.371134,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],75,2.500000,1.0000,False,manual_box,shift
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000090_7905e275_aug_original.png,1,player,1,0.395072,0.706582,0.242991,0.477399,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],90,3.000000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000090_7905e275_aug_brightness_0.7.png,1,player,1,0.395072,0.706582,0.242991,0.477399,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],90,3.000000,1.0000,False,manual_box,brightness_0.7
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000090_7905e275_aug_brightness_1.3.png,1,player,1,0.395072,0.706582,0.242991,0.477399,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],90,3.000000,1.0000,False,manual_box,brightness_1.3
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000090_7905e275_aug_flip.png,1,player,1,0.604928,0.706582,0.242991,0.477399,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],90,3.000000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000090_7905e275_aug_shift.png,1,player,1,0.440380,0.669054,0.242991,0.477399,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],90,3.000000,1.0000,False,manual_box,shift
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_original.png,1,player,1,0.330501,0.735527,0.231096,0.528945,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_original.png,0,enemy,1,0.429907,0.475813,0.039082,0.139572,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_original.png,0,enemy,1,0.748938,0.472641,0.087511,0.133228,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,original
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_noise.png,1,player,1,0.330501,0.735527,0.231096,0.528945,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_noise.png,0,enemy,1,0.429907,0.475813,0.039082,0.139572,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_noise.png,0,enemy,1,0.748938,0.472641,0.087511,0.133228,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,noise
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_flip.png,1,player,1,0.669499,0.735527,0.231096,0.528945,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_flip.png,0,enemy,1,0.570093,0.475813,0.039082,0.139572,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_flip.png,0,enemy,1,0.251062,0.472641,0.087511,0.133228,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,flip
final_merged_Federico_sammelt_i_tried_the_new_season_[C-SDrECvTa4]_000105_4d324a94_aug_shift.png,1,player,1,0.262849,0.796549,0.231096,0.406901,final_merged__Federico_sammelt__i_tried_the_new_season [C-SDrECvTa4],105,3.500000,1.0000,False,manual_box,shift
